data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7730461,51,ARM5107,5107,"01 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,"Protesters (Armenia)","My Step Alliance",6,66,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours; Aravot; A1+; News Am",National,"On 1 March 2021, Homeland Salvation Movement organized a protest in Baghramyan street in Yerevan, Armenia demanding the resignation of the Prime Minister and his cabinet due to the ongoing political crisis as well as showing their support to the Armed Forces of Armenia. Around 5000 people were present during the protest. After the protest, demonstrators organized a march through the streets of Yerevan as well as another informational march happened before the protest to remind the residents of Armenia about the upcoming protest. Simultaneously, the Prime Minister and My Step Alliance organized a counter-protest to the Homeland Salvation Movement's protest in Republic Square in Yerevan. Around 25,000 people were present during the counter-protest. After the protest, demonstrators organized a march through the streets of Yerevan. [size=around 5000] and [size=around 25,000]",0,1615233675,ARM
7730462,51,ARM5108,5108,"01 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Armenia)","ARFD: Armenian Revolutionary Federation",5,"Police Forces of Armenia (2018-)",,1,15,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Caucasian Knot; ARMINFO News Agency",National-International,"On 1 March 2021, dozens of the opponents of the Prime Minister, including Armenian Revolutionary Federation members, clashed with the police and stormed into the government buildings in Yerevan, Armenia, calling the Prime Minister to resign and ministers to not support him. Demonstrations were fueled by the ongoing political crisis in Armenia. [size=dozens]",0,1615233675,ARM
7730466,51,ARM5105,5105,"28 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours",National,"On 28 February 2021, Homeland Salvation Movement and Armenian intellectuals protested in Yerevan, Armenia calling for the resignation of the Prime Minister and his cabinet due to the ongoing political crisis in Armenia. [size=no report]",0,1615233675,ARM
7730471,51,ARM5106,5106,"28 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","National Democratic Axis",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 28 February 2021, National Democratic Axis protested and marched in Yerevan, Armenia calling against both the current government and the opposition due to the ongoing political crisis in Armenia. [size=no report]",0,1615233675,ARM
7730459,51,ARM5102,5102,"27 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours; A1+",National,"On 27 February 2021, Homeland Salvation Movement organized a protest in front of the Parliament building in Yerevan, Armenia demanding the resignation of the Prime Minister and his cabinet due to the ongoing political crisis in Armenia. Around 3300 people were present during the protest. After the protest, demonstrators organized a march through the streets of Yerevan. [size=around 3300]",0,1615233675,ARM
7730460,51,ARM5104,5104,"27 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Syunik,Kapan,,Kapan,39.2063,46.4058,1,"168 Hours; Aravot",National,"On 27 February 2021, people protested and marched in Kapan, Armenia demanding the resignation of the Prime Minister and his cabinet due to the ongoing political crisis in Armenia. [size=no report]",0,1615233675,ARM
7730468,51,ARM5103,5103,"27 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","National Democratic Axis",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 27 February 2021, National Democratic Axis protested in Yerevan, Armenia calling against both the current government and the opposition due to the ongoing political crisis in Armenia. [size=no report]",0,1615233675,ARM
7719016,51,ARM5100,5100,"26 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours; A1+; Aysor Am",National,"On 26 February 2021, Homeland Salvation Movement organized a protest in front of the Parliament building in Yerevan, Armenia demanding the resignation of Prime Minister Nikol Pashinyan. Protesters also marched through the city starting from the residency of the President and stopping by the Prime Minister Pashinyan's residency, Ministry of Foreign Affairs, Prosecutor General's Office and Baghramyan street. [size=no report]",0,1614625560,ARM
7719017,51,ARM5101,5101,"26 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","National Democratic Axis; Sasna Tsrer",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"1in; A1+",National,"On 26 February 2021, around 400 protesters attended National Democratic Axis and Sasna Tsrer's protest in Yerevan, Armenia where they protested against both the current government and the opposition that is the Homeland Salvation Movement. [size=around 400]",0,1614625560,ARM
7719014,51,ARM5097,5097,"25 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours; Regnum; A1+",National-Regional,"On 25 February 2021, supporters of the Homeland Salvation Movement blocked several streets in Yerevan and organized a protest at the Freedom Square demanding the resignation of Prime Minister Nikol Pashinyan and expressing their support to the Armed Forces of Armenia after Prime Minister Nikol Pashinyan tried to fire the Chief of the General Staff Onik Gasparyan. 5400 protesters were present during the protest. After the protest, a march was organized after which the protesters blocked the Baghramyan street and decided to stay there until Prime Minister resigns. [size=5400]",0,1614625560,ARM
7719015,51,ARM5098,5098,"25 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","My Step Alliance",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours; A1+; Epress; JAM News",National-Regional,"On 25 February 2021, Nikol Pashinyan and his party My Step Alliance organized a protest in Republic Square in Yerevan, Armenia, calling his supporters to join the protest to show the opposition that he still has people's support and that he will not resign. Around 10,200 people were present during the protest. A march of Pashinyan and his supporters followed the protest. [size=around 10,200]",0,1614625560,ARM
7719158,51,ARM5099,5099,"25 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Panorama Am",National,"On 25 February 2021, parents of current servicemen protested in front of Ministry of Defense in Yerevan, Armenia calling the ministry to allow their children to continue their military service in the territory of Republic of Armenia rather than in Artsakh. [size=no report]",0,1614625560,ARM
7719013,51,ARM5095,5095,"24 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Armenia)","ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia",5,"Police Forces of Armenia (2018-)",,1,15,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Azatutyun; ARMINFO News Agency",National,"On 24 February 2021, the youth wing of the Armenian Revolutionary Federation and the Republican Party of Armenia entered Yerevan State University and Armenian State University of Economics demonstrating against Prime Minister Nikol Pashinyan. A skirmish took place between the demonstrators and police in front of the Armenian State University of Economics. [size=no report]",0,1614625560,ARM
7719153,51,ARM5096,5096,"24 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"News Am",National,"On 24 February 2021, a group of young people protested in front of the Ministry of Education, Science, Culture and Sports in Yerevan, Armenia against the Deputy Minister of Education of Armenia due to a recent comment she made regarding Garegin Nzdeh's ideology. Nzdeh was a key political and military figure during the First Balkan War and WWI and is known for his Armenia-centric views. [size=no report]",0,1614625560,ARM
7719010,51,ARM5091,5091,"23 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","ARFD: Armenian Revolutionary Federation; Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Aysor Am; News Am",National,"On 23 February 2021, Armenian Revolutionary Federation Nikol Aghbalyan Student Union members protested against Prime Minister Nikol Pashinyan and blocked Khanjyan street with trashcans in Yerevan, Armenia. [size=no report]",0,1614625560,ARM
7719011,51,ARM5092,5092,"23 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"AMI; A1+",National,"On 23 February 2021, Homeland Salvation Movement organized a protest-march that departed from the monument of Aram Manukyan in Yerevan, Armenia demanding the resignation of Prime Minister Nikol Pashinyan. The march also stopped by the National Security Service building and Police headquarters protesting the 57 arrests made by the police earlier that day during a protest in front of the Government building in Yerevan. [size=no report]",0,1614625560,ARM
7719012,51,ARM5093,5093,"23 February 2021",2021,1,Protests,"Protest with intervention","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,"Police Forces of Armenia (2018-)",,1,16,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"AMI; Interfax",National-Regional,"On 23 February 2021, Homeland Salvation Movement organized a protest in front of the Government building in Yerevan, Armenia intending to not let Prime Minister Pashinyan inside the building and demand his resignation. 57 people were arrested as a result of this protest and some had injuries due to the police intervention. [size=no report]",0,1614625560,ARM
7719024,51,ARM5094,5094,"23 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours",National,"On 23 February 2021, a group of people protested in front of the National Security Service building in Yerevan, Armenia in support of Ara Saghatelyan, Director of the Public Relations and Information Center of the Office of the President of the Republic of Armenia, and the former Chief of Staff of the National Assembly. The protesters deemed him as a political prisoner and called the National Security Service to release him from custody. [size=no report]",0,1614625560,ARM
7719023,51,ARM5090,5090,"22 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"168 Hours",National,"On 22 February 2021, Homeland Salvation Movement organized a march-protest through the streets of Yerevan, Armenia demanding the resignation of Prime Minister Nikol Pashinyan. [size=no report]",0,1614625560,ARM
7719008,51,ARM5088,5088,"20 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",5,"Rioters (Armenia)",,5,55,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"ARMINFO News Agency; Interfax",National-Regional,"On 20 February 2021, during one of the marches in Yerevan by Homeland Salvation Movement a skirmish broke out between supporters and opponents of Prime Minister Nikol Pashinyan. The march took place after the main demonstration on the same day demanding the resignation of Pashinyan. [size=no report]",0,1614625560,ARM
7719009,51,ARM5089,5089,"20 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Homeland Salvation Movement; HHK: Republican Party of Armenia; Homeland Party; ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Interfax; A1+",National-Regional,"On 20 February 2021, around 12,000 protesters rallied in a protest organized by the Homeland Salvation Movement in Yerevan, Armenia demanding the resignation of Prime Minister Nikol Pashinyan. [size=around 12,000]",0,1614625560,ARM
7696565,51,ARM5087,5087,"18 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 18 February 2021, a protest march was organized in Yerevan, Armenia in celebration of the 100th anniversary of the February Uprising which was an anti-Bolshevik rebellion. Protesters called the government to look for allies other than Russia. [size=no report]",0,1614016137,ARM
7696619,51,ARM5086,5086,"17 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Shirak,Akhuryan,,Gyumri,40.7847,43.8416,1,Factor,National,"On 17 February 2021, teachers protested in front of the school N29 in Gyumri, Armenia against the newly appointed school principal. The strike has an ongoing nature -- this is the 14th day of the protest. [size=no report]",0,1614016137,ARM
7696767,51,ARM5083,5083,"15 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Kotayk,Kotayk,,Abovyan,40.2713,44.6335,1,Yerkir,National,"On 15 February 2021, teachers, students and parents of School N1 in Abovyan, Armenia organized a march against the newly appointed principal. For three weeks straight the teachers and students have been on strike and have been protesting against the newly appointed principal. They demanded the reappointment of the former principal. [size=no report]",0,1614016137,ARM
7696634,51,ARM5085,5085,"15 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Journalists (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"News Am",National,"On 15 February 2021, the staff of the 'Armenian Second' TV channel protested in Yerevan, Armenia as well as giving letters to the EU delegation in Armenia and several embassies after the TV channel was not able to receive a license to continue airing on TV. According to the channel staff, this is a coordinated action by the Armenian government aiming to silence them. [size=no report]",0,1614016137,ARM
7696635,51,ARM5084,5084,"15 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Former Military Forces of Armenia (2018-)",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"News Am",National,"On 15 February 2021, a group of men that participated in the Artsakh war on a voluntary basis protested in front of the Defense Ministry in Yerevan, Armenia complaining that they never received an official document that mentions their participation in the war and calling the ministry to solve this issue. [size=no report]",0,1614016137,ARM
7681795,51,ARM5080,5080,"12 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Epress,National,"On 12 February 2021, parents of the soldiers that participated in the second Nagorno Karabakh war protested in front of the Government building in Yerevan, Armenia demanding that their children be able to come back to Armenia for a few months to get the necessary medical treatment and rest before continuing their military service. [size=no report]",0,1613414138,ARM
7681764,51,ARM5069,5069,"12 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Kotayk,Kotayk,,Abovyan,40.2713,44.6335,1,Aravot,National,"On 12 February 2021, the teachers and students of the School N1 in Abovyan city continued their strike and protest against the newly appointed principal and kept demanding to reappoint the former principal. [size=no report]",0,1613414138,ARM
7681765,51,ARM5081,5081,"12 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Azerbaijan)","Refugees/IDPs (Azerbaijan)",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Aravot,National,"On 12 February 2021, tens of residents of Hadrut and other displaced people from Artsakh protested in front of the Government building in Yerevan, Armenia calling the Armenian government to recognize the independence of Artsakh. [size=tens]",0,1613414138,ARM
7681830,51,ARM5070,5070,"11 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Kotayk,Kotayk,,Abovyan,40.2713,44.6335,1,"News Am",National,"On 11 February 2021, the teachers and students of the School N1 in Abovyan city continued their strike and protest against the newly appointed principal and kept demanding to reappoint the former principal. During their meeting with journalists, teachers announced that their strike will last as long as the newly appointed principal will remain in her position. [size=no report]",0,1613414138,ARM
7681832,51,ARM5063,5063,"11 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"News Am",National,"On 11 February 2021, students of the Yerevan State Institute of Theatre and Cinematography protested in Yerevan, Armenia after rumors emerged that the university will lose its accreditation and will be merged with the Yerevan State Pedagogical University. [size=no report]",0,1613414138,ARM
7681721,51,ARM5079,5079,"11 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"A1+; News Am",National,"On 11 February 2021, relatives of missing soldiers from the 2020 Nagorno Karabakh war protested in front of the Government building in Yerevan, Armenia demanding the government to be proactive in their efforts of finding these soldiers and/or their bodies. The protesters blocked the Tigran Mets street and held it blocked for some time. [size=no report]",0,1613414138,ARM
7681730,51,ARM5068,5068,"11 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 11 February 2021, professors and students of the Russian-Armenian University held a protest in front of the university in Yerevan, Armenia in support of the university president after he made a Facebook post according to which the Armenian government was trying to dismiss him from his position. [size=no report]",0,1613414138,ARM
7681829,51,ARM5062,5062,"10 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","ARFD: Armenian Revolutionary Federation",6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"News Am",National,"On 10 February 2021, members of the Armenian Revolutionary Federation party gathered in front of the parliament building in Yerevan, Armenia, shouting slogans against the My Step Alliance's MPs while they were leaving the building as a sign of protest and to showcase their dissatisfaction with the current government. [size=no report]",0,1613414138,ARM
7681872,51,ARM5076,5076,"10 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Sputnik Armenia",National,"On 10 February 2021, parents and relatives of missing soldiers protested in front of the Russian Embassy in Yerevan, Armenia calling the Russian government to help them find their children as the parents believe that their children were war prisoners and were not dead. [size=no report]",0,1613414138,ARM
7681719,51,ARM5067,5067,"10 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Kotayk,Kotayk,,Abovyan,40.2713,44.6335,1,"News Am; Infocom",National,"On 10 February 2021, the teachers and students of the School N1 in Abovyan city continued their strike and protest against the newly appointed principal and kept demanding to reappoint the former principal. [size=no report]",0,1613414138,ARM
7681720,51,ARM5078,5078,"10 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Shirak,Akhuryan,,Gyumri,40.7847,43.8416,1,"RFE/RL; Armtimes",National-International,"On 10 February 2021, relatives of war prisoners and missing soldiers from the second Nagorno Karabakh war blocked parts of the Gyumri-Yerevan and Gyumri-Armavir highway to protest, according to them, the inaction of the government. Later, the relatives opened the highway and relocated to the Shirak Province Administration building in Gyumri to continue their protest there. [size=no report]",0,1613414138,ARM
7681828,51,ARM5066,5066,"09 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Kotayk,Kotayk,,Abovyan,40.2713,44.6335,1,"News Am",National,"On 9 February 2021, the teachers and students of the School N1 in Abovyan city continued their strike and protest against the newly appointed principal and kept demanding to reappoint the former principal. [size=no report]",0,1613414138,ARM
7681783,51,ARM5082,5082,"09 February 2021",2021,1,Protests,"Protest with intervention","Protesters (Armenia)","ARFD: Armenian Revolutionary Federation",6,"Police Forces of Armenia (2018-)",,1,16,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"Caucasian Knot",International,"On 9 February 2021, members of the Armenian Revolutionary Federation party protested in front of the Ministry of Economy in Yerevan, Armenia demanding the resignation of the government and Prime Minister Nikol Pashinyan. Tens of protesters were arrested. [size=no report]",0,1613414138,ARM
7681798,51,ARM5072,5072,"08 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Hraparak,National,"On 8 February 2021, around 200 parents of soldiers protested in front of the Ministry of Defence in Yerevan, Armenia calling for their sons to be transferred from Nagorno Karabakh to Armenia for the remainder of their military service. The Minister of Defense was supposed to meet with the parents; however, the meeting did not take place. [size=about 200]",0,1613414138,ARM
7681827,51,ARM5065,5065,"08 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)","Teachers (Armenia); Students (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Kotayk,Kotayk,,Abovyan,40.2713,44.6335,1,"News Am",National,"On 8 February 2021, the teachers and students of the School N1 in Abovyan city continued their strike and protest against the newly appointed principal, and kept demanding to reappoint the former principal. Police forces were at the school protecting the newly appointed principal. [size=no report]",0,1613414138,ARM
7681833,51,ARM5075,5075,"08 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,"News Am",National,"On 8 February 2021, a protest was held in front of the Prosecutor General's Office in Yerevan, Armenia demanding the release of Vahan Badasyan, a commander and participant of the first Nagorno Karabakh war, who was arrested after his announcement that he was willing to physically destroy Prime Minister Nikol Pashinyan if he did not resign. [size=no report]",0,1613414138,ARM
